name,category_name,description,city,region,phone,email,website,min_order_amount,min_order_unit,price_range_description,has_certificates,certificate_types,delivery_conditions,delivery_regions,source_url,source_platform,notes
ООО «ВологдаОвощи»,Фрукты и овощи,Поставки тепличной зелени и редиса из Вологды оптом.,Вологда,Вологодская область,+7 (817) 240-35-42,green@vologda-ovoshi.ru,vologda-ovoshi.ru,20000,руб,Зелень пучковая от 35 руб/пучок,False,,Доставка по СЗФО,"Вологда, Петербург, Архангельск",https://vologda-ovoshi.ru,manual,
ООО «ЧукоткаОленина»,Мясо и птица,Поставки чукотской оленины и морской птицы оптом.,Анадырь,Чукотский автономный округ,+7 (427) 220-36-43,venison@chukotka-olenina.ru,chukotka-olenina.ru,150000,руб,Оленина от 800 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ДВО и РФ,"Анадырь, Магадан, Москва",https://chukotka-olenina.ru,manual,
ООО «СаратовЗерно»,Бакалея,Оптовые поставки подсолнечника и ячменя поволжского производства.,Саратов,Саратовская область,+7 (845) 200-37-44,grain@saratov-zerno.ru,saratov-zerno.ru,85000,руб,Подсолнечник от 26 руб/кг,True,ГОСТ,Доставка по ПФО,"Саратов, Самара, Волгоград",https://saratov-zerno.ru,manual,
ООО «МоскваРыба»,Рыба и морепродукты,Оптовые поставки импортной семги форели и тунца.,Москва,Московская область,+7 (495) 280-38-45,fish@moskva-ryba.ru,moskva-ryba.ru,200000,руб,Тунец от 680 руб/кг,True,"ГОСТ, HACCP, ISO 22000",Доставка по ЦФО,"Москва, МО, Тула, Рязань",https://moskva-ryba.ru,manual,
ООО «КраснодарМасло»,Масложировая продукция,Производство и поставка нерафинированного подсолнечного масла.,Краснодар,Краснодарский край,+7 (861) 260-39-46,oil@krasnodar-maslo.ru,krasnodar-maslo.ru,90000,руб,Масло нерафинированное от 90 руб/л,True,ГОСТ,Доставка по ЮФО,"Краснодар, Ростов, Волгоград",https://krasnodar-maslo.ru,manual,
ООО «СибирьХлеб»,Хлеб и выпечка,Поставки хлеба и выпечки сибирского производства оптом.,Красноярск,Красноярский край,+7 (391) 240-40-47,bread@sibir-hleb.ru,sibir-hleb.ru,30000,руб,Хлеб бородинский от 22 руб/шт,True,ГОСТ,Ежедневная доставка по СФО,"Красноярск, Ачинск, Минусинск",https://sibir-hleb.ru,manual,
ООО «ТатарстанМёд»,Кондитерские изделия,Поставки башкирского и татарского мёда оптом.,Казань,Республика Татарстан,+7 (843) 220-41-48,honey@tatarstan-med.ru,tatarstan-med.ru,18000,руб,Мёд гречишный от 420 руб/кг,True,ГОСТ,Доставка по ПФО,"Казань, Уфа, Нижний Новгород",https://tatarstan-med.ru,manual,
ООО «НовороссийскОвощи»,Фрукты и овощи,Поставки ранних кубанских овощей оптом.,Новороссийск,Краснодарский край,+7 (861) 200-42-49,veg@novor-ovoshi.ru,novor-ovoshi.ru,28000,руб,Ранний картофель от 48 руб/кг,False,,Доставка по ЮФО,"Новороссийск, Анапа, Краснодар",https://novor-ovoshi.ru,manual,
ООО «ЕкатеринбургМолоко»,Молочная продукция,Оптовые поставки молока кефира и биойогурта.,Екатеринбург,Свердловская область,+7 (343) 280-43-50,dairy@ekaterinburg-moloko.ru,ekaterinburg-moloko.ru,45000,руб,Биойогурт от 72 руб/л,True,"ГОСТ, HACCP",Доставка по УФО,"Екатеринбург, Тюмень, Пермь",https://ekaterinburg-moloko.ru,manual,
ООО «ИркутскМясо»,Мясо и птица,Поставки говядины свинины и конины из Иркутска оптом.,Иркутск,Иркутская область,+7 (395) 260-44-51,meat@irkutsk-myaso.ru,irkutsk-myaso.ru,65000,руб,Говядина от 325 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по СФО,"Иркутск, Улан-Удэ, Чита",https://irkutsk-myaso.ru,manual,
ООО «ВолгоградОвощи»,Фрукты и овощи,Поставки помидоров перца и кабачков с Поволжья оптом.,Волгоград,Волгоградская область,+7 (844) 240-45-52,veg@volgograd-ovoshi.ru,volgograd-ovoshi.ru,28000,руб,Кабачки от 38 руб/кг,False,,Доставка по ЮФО,"Волгоград, Астрахань, Саратов",https://volgograd-ovoshi.ru,manual,
ООО «СибирьКондитер»,Кондитерские изделия,Поставки сибирских конфет с кедровым орехом и облепихой.,Новосибирск,Новосибирская область,+7 (383) 220-46-53,candy@sibir-kond.ru,sibir-kond.ru,35000,руб,Конфеты с кедром от 420 руб/кг,True,"ГОСТ, ISO 22000",Доставка по СФО и РФ,"Новосибирск, Омск, Томск",https://sibir-kond.ru,manual,
ООО «ЯрославльМясо»,Мясо и птица,Поставки ярославской говядины и ягнятины оптом.,Ярославль,Ярославская область,+7 (485) 200-47-54,beef@yaroslavl-myaso.ru,yaroslavl-myaso.ru,60000,руб,Ягнятина от 430 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Ярославль, Кострома, Вологда",https://yaroslavl-myaso.ru,manual,
ООО «ТомскМолоко»,Молочная продукция,Поставки молока сыра и масла от томских хозяйств оптом.,Томск,Томская область,+7 (382) 280-48-55,dairy@tomsk-moloko.ru,tomsk-moloko.ru,42000,руб,Масло сливочное от 590 руб/кг,True,ГОСТ,Доставка по СФО,"Томск, Кемерово, Новосибирск",https://tomsk-moloko.ru,manual,
ООО «МоскваОвощи»,Фрукты и овощи,Поставки тепличных помидоров и огурцов подмосковного производства.,Москва,Московская область,+7 (495) 260-49-56,veg@moskva-ovoshi.ru,moskva-ovoshi.ru,40000,руб,Огурцы тепличные от 80 руб/кг,True,"ГОСТ, GlobalGAP",Доставка по ЦФО,"Москва, МО, Тверь, Рязань",https://moskva-ovoshi.ru,manual,
ООО «ДальнийВостокЗерно»,Бакалея,Поставки сои и кукурузы с дальневосточных хозяйств оптом.,Хабаровск,Хабаровский край,+7 (421) 240-50-57,grain@dv-zerno.ru,dv-zerno.ru,90000,руб,Соя от 30 руб/кг,True,ГОСТ,Доставка по ДВО,"Хабаровск, Владивосток, Благовещенск",https://dv-zerno.ru,manual,
ООО «КраснодарХлеб»,Хлеб и выпечка,Поставки кубанского хлеба и слоёных изделий оптом.,Краснодар,Краснодарский край,+7 (861) 220-51-58,bread@krasnodar-hleb.ru,krasnodar-hleb.ru,32000,руб,Хлеб пшеничный от 20 руб/шт,True,ГОСТ,Ежедневная доставка по ЮФО,"Краснодар, Ростов, Ставрополь",https://krasnodar-hleb.ru,manual,
ООО «РостовЗерно»,Бакалея,Оптовые поставки донской пшеницы и ячменя.,Ростов-на-Дону,Ростовская область,+7 (863) 200-52-59,grain@rostov-zerno.ru,rostov-zerno.ru,100000,руб,Пшеница 3 кл от 17 руб/кг,True,ГОСТ,Доставка по ЮФО,"Ростов, Краснодар, Волгоград",https://rostov-zerno.ru,manual,
ООО «УфаМасло»,Масложировая продукция,Поставки рапсового масла холодного отжима оптом.,Уфа,Республика Башкортостан,+7 (347) 280-53-60,oil@ufa-maslo.ru,ufa-maslo.ru,60000,руб,Рапсовое масло от 105 руб/л,True,ГОСТ,Доставка по ПФО,"Уфа, Оренбург, Казань",https://ufa-maslo.ru,manual,
ООО «ВладивостокКонсервы»,Консервы,Поставки консервов из дальневосточной рыбы и морепродуктов.,Владивосток,Приморский край,+7 (423) 260-54-61,canned@vladivostok-konservy.ru,vladivostok-konservy.ru,70000,руб,Консервы краб от 250 руб/банка,True,"ГОСТ, HACCP",Доставка по РФ,"Владивосток, Хабаровск, Москва",https://vladivostok-konservy.ru,manual,
ООО «КурскМясо»,Мясо и птица,Поставки курского мяса птицы и полуфабрикатов оптом.,Курск,Курская область,+7 (471) 240-55-62,poultry@kursk-myaso.ru,kursk-myaso.ru,60000,руб,Полуфабрикаты куриные от 200 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Курск, Белгород, Орёл",https://kursk-myaso.ru,manual,
ООО «НарьянМарРыба»,Рыба и морепродукты,Поставки ненецкого муксуна и сига оптом.,Нарьян-Мар,Ненецкий автономный округ,+7 (818) 220-56-63,fish@naryanmar-ryba.ru,naryanmar-ryba.ru,140000,руб,Муксун от 650 руб/кг,True,ГОСТ,Доставка по СЗФО и РФ,"Нарьян-Мар, Архангельск, Петербург",https://naryanmar-ryba.ru,manual,
ООО «ПриволжьеМолоко»,Молочная продукция,Поставки поволжского молока сыворотки и простокваши оптом.,Самара,Самарская область,+7 (846) 200-57-64,dairy@privolzhe-moloko.ru,privolzhe-moloko.ru,44000,руб,Простокваша от 62 руб/л,True,ГОСТ,Доставка по ПФО,"Самара, Саратов, Ульяновск",https://privolzhe-moloko.ru,manual,
ООО «ТюменьКондитер»,Кондитерские изделия,Поставки тюменских конфет и пряников оптом.,Тюмень,Тюменская область,+7 (345) 280-58-65,candy@tyumen-kond.ru,tyumen-kond.ru,35000,руб,Пряники тюменские от 200 руб/кг,True,ГОСТ,Доставка по УФО,"Тюмень, Екатеринбург, Сургут",https://tyumen-kond.ru,manual,
ООО «СургутЗерно»,Бакалея,Поставки зерна и комбикормов для нужд ХМАО.,Сургут,Ханты-Мансийский автономный округ,+7 (346) 260-59-66,grain@surgut-zerno.ru,surgut-zerno.ru,80000,руб,Комбикорм от 24 руб/кг,True,ГОСТ,Доставка по УФО,"Сургут, Тюмень, Екатеринбург",https://surgut-zerno.ru,manual,
ООО «ПетербургМолоко»,Молочная продукция,Оптовые поставки молока сыра и масла петербургского производства.,Санкт-Петербург,Санкт-Петербург,+7 (812) 240-60-67,dairy@peterburg-moloko.ru,peterburg-moloko.ru,50000,руб,Сыр от 440 руб/кг,True,"ГОСТ, HACCP",Доставка по СЗФО,"Петербург, Псков, Новгород",https://peterburg-moloko.ru,manual,
ООО «ОрловскаяОблМясо»,Мясо и птица,Поставки орловской говядины и полуфабрикатов оптом.,Орёл,Орловская область,+7 (486) 220-61-68,beef@orel-myaso.ru,orel-myaso.ru,65000,руб,Говядина от 330 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Орёл, Тула, Брянск",https://orel-myaso.ru,manual,
ООО «ВоронежМасло»,Масложировая продукция,Поставки подсолнечного масла воронежского производства.,Воронеж,Воронежская область,+7 (473) 200-62-69,oil@voronezh-maslo.ru,voronezh-maslo.ru,70000,руб,Масло рафинированное от 90 руб/л,True,ГОСТ,Доставка по ЦФО и ЮФО,"Воронеж, Белгород, Ростов",https://voronezh-maslo.ru,manual,
ООО «АлтайМука»,Бакалея,Поставки алтайской муки в/с и цельнозерновой оптом.,Барнаул,Алтайский край,+7 (385) 280-63-70,flour@altaj-muka.ru,altaj-muka.ru,65000,руб,Мука алтайская от 34 руб/кг,True,ГОСТ,Доставка по СФО,"Барнаул, Новосибирск, Омск",https://altaj-muka.ru,manual,
ООО «ЧелябинскМолПром»,Молочная продукция,Поставки молока и кефира от уральских хозяйств оптом.,Челябинск,Челябинская область,+7 (351) 260-64-71,dairy@chelyabinsk-mol.ru,chelyabinsk-mol.ru,44000,руб,Кефир от 58 руб/л,True,ГОСТ,Доставка по УФО,"Челябинск, Екатеринбург, Магнитогорск",https://chelyabinsk-mol.ru,manual,
ООО «ХабаровскКонсервы»,Консервы,Поставки консервов из дикорастущих ягод и рыбы Хабаровска.,Хабаровск,Хабаровский край,+7 (421) 240-65-72,canned@habarovsk-konservy.ru,habarovsk-konservy.ru,60000,руб,Варенье из дикоросов от 320 руб/банка,True,"ГОСТ, HACCP",Доставка по ДВО,"Хабаровск, Владивосток, Благовещенск",https://habarovsk-konservy.ru,manual,
ООО «ПетрозаводскМолоко»,Молочная продукция,Поставки карельского молока и творога оптом.,Петрозаводск,Республика Карелия,+7 (814) 220-66-73,dairy@petrozavodsk-moloko.ru,petrozavodsk-moloko.ru,38000,руб,Творог от 270 руб/кг,True,ГОСТ,Доставка по СЗФО,"Петрозаводск, Мурманск, Петербург",https://petrozavodsk-moloko.ru,manual,
ООО «СтавропольКонсервы»,Консервы,Поставки томатных и фруктовых консервов со Ставрополя.,Ставрополь,Ставропольский край,+7 (865) 200-67-74,canned@stavropol-konservy.ru,stavropol-konservy.ru,45000,руб,Томатная паста от 65 руб/банка,True,"ГОСТ, HACCP",Доставка по СКФО и ЮФО,"Ставрополь, Краснодар, Ростов",https://stavropol-konservy.ru,manual,
ООО «МагнитогорскЗерно»,Бакалея,Оптовые поставки зерна и комбикормов с Урала.,Магнитогорск,Челябинская область,+7 (351) 280-68-75,grain@magnitogorsk-zerno.ru,magnitogorsk-zerno.ru,80000,руб,Пшеница от 16 руб/кг,True,ГОСТ,Доставка по УФО,"Магнитогорск, Челябинск, Уфа",https://magnitogorsk-zerno.ru,manual,
ООО «ЯрославльМолоко»,Молочная продукция,Поставки молока и сливочного масла от ярославских ферм.,Ярославль,Ярославская область,+7 (485) 260-69-76,dairy@yaroslavl-moloko.ru,yaroslavl-moloko.ru,44000,руб,Масло 72,5% от 560 руб/кг,True,ГОСТ,Доставка по ЦФО,"Ярославль, Кострома, Иваново",https://yaroslavl-moloko.ru,manual,
ООО «КраснодарПтица»,Мясо и птица,Поставки кубанской утки и гуся оптом.,Краснодар,Краснодарский край,+7 (861) 240-70-77,duck@krasnodar-ptitsa.ru,krasnodar-ptitsa.ru,65000,руб,Утка от 240 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЮФО,"Краснодар, Ростов, Ставрополь",https://krasnodar-ptitsa.ru,manual,
ООО «ТомскКондитер»,Кондитерские изделия,Поставки конфет с сибирскими ягодами и кедром оптом.,Томск,Томская область,+7 (382) 220-71-78,candy@tomsk-kond.ru,tomsk-kond.ru,32000,руб,Конфеты с облепихой от 400 руб/кг,True,"ГОСТ, ISO 22000",Доставка по СФО,"Томск, Новосибирск, Кемерово",https://tomsk-kond.ru,manual,
ООО «КалининградМолоко»,Молочная продукция,Поставки балтийского молока и творога оптом.,Калининград,Калининградская область,+7 (401) 200-72-79,dairy@kaliningrad-moloko.ru,kaliningrad-moloko.ru,40000,руб,Творог от 265 руб/кг,True,ГОСТ,Доставка по СЗФО,"Калининград, Псков, Петербург",https://kaliningrad-moloko.ru,manual,
ООО «ОмскМясо»,Мясо и птица,Поставки омской говядины и свинины оптом.,Омск,Омская область,+7 (381) 280-73-80,meat@omsk-myaso.ru,omsk-myaso.ru,70000,руб,Свинина от 285 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по СФО,"Омск, Новосибирск, Тюмень",https://omsk-myaso.ru,manual,
ООО «ВоронежПтица»,Мясо и птица,Поставки куриного мяса и яиц воронежского производства.,Воронеж,Воронежская область,+7 (473) 260-74-81,poultry@voronezh-ptitsa.ru,voronezh-ptitsa.ru,70000,руб,Яйца СО от 8,5 руб/шт,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Воронеж, Белгород, Тамбов",https://voronezh-ptitsa.ru,manual,
ООО «ИжевскМолоко»,Молочная продукция,Поставки удмуртского молока и биокефира оптом.,Ижевск,Удмуртская Республика,+7 (341) 240-75-82,dairy@izhevsk-moloko.ru,izhevsk-moloko.ru,42000,руб,Биокефир от 60 руб/л,True,ГОСТ,Доставка по ПФО,"Ижевск, Пермь, Казань",https://izhevsk-moloko.ru,manual,
ООО «ЮжноСахалинскРыба»,Рыба и морепродукты,Поставки нерки кижуча и горбуши оптом.,Южно-Сахалинск,Сахалинская область,+7 (424) 220-76-83,salmon@sakhalin-ryba.ru,sakhalin-ryba.ru,150000,руб,Нерка от 870 руб/кг,True,"ГОСТ, MSC, HACCP",Доставка по РФ,"Южно-Сахалинск, Владивосток, Москва",https://sakhalin-ryba.ru,manual,
ООО «ПензаЗерно»,Бакалея,Поставки пензенской пшеницы и ячменя оптом.,Пенза,Пензенская область,+7 (841) 200-77-84,grain@penza-zerno.ru,penza-zerno.ru,85000,руб,Ячмень от 14 руб/кг,True,ГОСТ,Доставка по ПФО,"Пенза, Саратов, Ульяновск",https://penza-zerno.ru,manual,
ООО «НовгородМолоко»,Молочная продукция,Поставки новгородского молока и сливочного сыра оптом.,Великий Новгород,Новгородская область,+7 (816) 280-78-85,dairy@novgorod-moloko.ru,novgorod-moloko.ru,40000,руб,Молоко от 52 руб/л,True,ГОСТ,Доставка по СЗФО,"Новгород, Псков, Петербург",https://novgorod-moloko.ru,manual,
ООО «КалининградПтица»,Мясо и птица,Поставки балтийской курицы и индейки оптом.,Калининград,Калининградская область,+7 (401) 260-79-86,poultry@kaliningrad-ptitsa.ru,kaliningrad-ptitsa.ru,60000,руб,Индейка от 215 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по СЗФО,"Калининград, Псков, Петербург",https://kaliningrad-ptitsa.ru,manual,
ООО «СибирьОвощи»,Фрукты и овощи,Поставки сибирских овощей — капусты репы и брюквы оптом.,Томск,Томская область,+7 (382) 240-80-87,veg@sibir-ovoshi.ru,sibir-ovoshi.ru,22000,руб,Репа от 28 руб/кг,False,,Доставка по СФО,"Томск, Кемерово, Новосибирск",https://sibir-ovoshi.ru,manual,
ООО «ВолгоградМолоко»,Молочная продукция,Поставки волгоградского молока и ряженки оптом.,Волгоград,Волгоградская область,+7 (844) 220-81-88,dairy@volgograd-moloko.ru,volgograd-moloko.ru,40000,руб,Ряженка от 64 руб/л,True,ГОСТ,Доставка по ЮФО,"Волгоград, Саратов, Астрахань",https://volgograd-moloko.ru,manual,
ООО «ЗабайкальеМясо»,Мясо и птица,Поставки забайкальской говядины и баранины оптом.,Чита,Забайкальский край,+7 (302) 200-82-89,meat@zabaikalye-myaso.ru,zabaikalye-myaso.ru,65000,руб,Говядина от 340 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по СФО,"Чита, Иркутск, Улан-Удэ",https://zabaikalye-myaso.ru,manual,
ООО «СочиОвощи»,Фрукты и овощи,Поставки субтропических овощей и зелени из Сочи оптом.,Сочи,Краснодарский край,+7 (862) 280-83-90,veg@sochi-ovoshi.ru,sochi-ovoshi.ru,25000,руб,Фейхоа от 280 руб/кг,False,,Доставка по ЮФО,"Сочи, Краснодар, Анапа",https://sochi-ovoshi.ru,manual,
ООО «ИвановоМолоко»,Молочная продукция,Поставки ивановского молока и масла оптом.,Иваново,Ивановская область,+7 (493) 260-84-91,dairy@ivanovo-moloko.ru,ivanovo-moloko.ru,38000,руб,Молоко от 52 руб/л,True,ГОСТ,Доставка по ЦФО,"Иваново, Ярославль, Кострома",https://ivanovo-moloko.ru,manual,
ООО «ВладивостокМясо»,Мясо и птица,Поставки свинины и говядины дальневосточного производства.,Владивосток,Приморский край,+7 (423) 240-85-92,meat@vladivostok-myaso.ru,vladivostok-myaso.ru,70000,руб,Свинина от 295 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ДВО,"Владивосток, Хабаровск, Благовещенск",https://vladivostok-myaso.ru,manual,
ООО «СаровскийХлеб»,Хлеб и выпечка,Поставки хлебобулочных изделий нижегородских предприятий.,Саров,Нижегородская область,+7 (831) 220-86-93,bread@sarov-hleb.ru,sarov-hleb.ru,28000,руб,Хлеб ржаной от 20 руб/шт,True,ГОСТ,Ежедневная доставка по ПФО,"Саров, Нижний Новгород, Арзамас",https://sarov-hleb.ru,manual,
ООО «ТатарстанМасло»,Масложировая продукция,Поставки татарского масла из конопли и льна оптом.,Казань,Республика Татарстан,+7 (843) 200-87-94,oil@tatarstan-maslo.ru,tatarstan-maslo.ru,55000,руб,Конопляное масло от 180 руб/л,True,ГОСТ,Доставка по ПФО,"Казань, Набережные Челны, Уфа",https://tatarstan-maslo.ru,manual,
ООО «РязаньМолоко»,Молочная продукция,Поставки рязанского молока и кисломолочных продуктов оптом.,Рязань,Рязанская область,+7 (491) 280-88-95,dairy@ryazan-moloko.ru,ryazan-moloko.ru,40000,руб,Кефир от 57 руб/л,True,ГОСТ,Доставка по ЦФО,"Рязань, Москва, Тула",https://ryazan-moloko.ru,manual,
ООО «БрянскМясо»,Мясо и птица,Поставки брянской свинины и говядины оптом.,Брянск,Брянская область,+7 (483) 260-89-96,pork@bryansk-myaso.ru,bryansk-myaso.ru,65000,руб,Свинина от 282 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Брянск, Орёл, Смоленск",https://bryansk-myaso.ru,manual,
ООО «МоскваХладокомбинат»,Консервы,Поставки мороженого и замороженных полуфабрикатов московских предприятий.,Москва,Московская область,+7 (495) 240-90-97,frozen@moskva-hlado.ru,moskva-hlado.ru,80000,руб,Пельмени от 250 руб/кг,True,"ГОСТ, HACCP",Доставка по ЦФО,"Москва, МО, Тверь, Рязань",https://moskva-hlado.ru,manual,
ООО «ЕкатеринбургКондитер»,Кондитерские изделия,Поставки уральских тортов пирожных и шоколада.,Екатеринбург,Свердловская область,+7 (343) 220-91-98,cake@ekaterinburg-kond.ru,ekaterinburg-kond.ru,50000,руб,Торты от 540 руб/кг,True,"ГОСТ, ISO 22000",Доставка по УФО,"Екатеринбург, Тюмень, Пермь",https://ekaterinburg-kond.ru,manual,
ООО «КурскМолоко»,Молочная продукция,Поставки курского молока и сметаны оптом.,Курск,Курская область,+7 (471) 200-92-99,dairy@kursk-moloko.ru,kursk-moloko.ru,40000,руб,Сметана 25% от 148 руб/кг,True,ГОСТ,Доставка по ЦФО,"Курск, Белгород, Орёл",https://kursk-moloko.ru,manual,
ООО «ЧелябинскХлеб»,Хлеб и выпечка,Поставки уральского хлеба и выпечки оптом.,Челябинск,Челябинская область,+7 (351) 280-93-00,bread@chelyabinsk-hleb.ru,chelyabinsk-hleb.ru,30000,руб,Хлеб пшеничный от 19 руб/шт,True,ГОСТ,Ежедневная доставка по УФО,"Челябинск, Магнитогорск, Екатеринбург",https://chelyabinsk-hleb.ru,manual,
ООО «НальчикОвощи»,Фрукты и овощи,Поставки кабардинских овощей и зелени оптом.,Нальчик,Кабардино-Балкарская Республика,+7 (866) 260-94-01,veg@nalchik-ovoshi.ru,nalchik-ovoshi.ru,24000,руб,Зелень от 40 руб/пучок,False,,Доставка по СКФО,"Нальчик, Ставрополь, Пятигорск",https://nalchik-ovoshi.ru,manual,
ООО «МоскваМолоко»,Молочная продукция,Оптовые поставки молока йогурта и творога московских брендов.,Москва,Московская область,+7 (495) 240-95-02,dairy@moskva-moloko.ru,moskva-moloko.ru,60000,руб,Йогурт греческий от 90 руб/л,True,"ГОСТ, HACCP, ISO 22000",Доставка по ЦФО,"Москва, МО, Тула, Калуга",https://moskva-moloko.ru,manual,
ООО «ВологдаМясо»,Мясо и птица,Поставки вологодской говядины и оленины оптом.,Вологда,Вологодская область,+7 (817) 220-96-03,beef@vologda-myaso.ru,vologda-myaso.ru,65000,руб,Говядина от 335 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по СЗФО,"Вологда, Архангельск, Петербург",https://vologda-myaso.ru,manual,
ООО «ОмскКондитер»,Кондитерские изделия,Поставки омских конфет и вафель оптом.,Омск,Омская область,+7 (381) 200-97-04,candy@omsk-kond.ru,omsk-kond.ru,35000,руб,Вафли от 210 руб/кг,True,ГОСТ,Доставка по СФО,"Омск, Новосибирск, Тюмень",https://omsk-kond.ru,manual,
ООО «СаратовРыба»,Рыба и морепродукты,Поставки поволжской рыбы — судак лещ сазан — оптом.,Саратов,Саратовская область,+7 (845) 280-98-05,fish@saratov-ryba.ru,saratov-ryba.ru,70000,руб,Судак от 210 руб/кг,True,ГОСТ,Доставка по ПФО,"Саратов, Самара, Волгоград",https://saratov-ryba.ru,manual,
ООО «ПермьЗерно»,Бакалея,Поставки пермской ржи и овса оптом от сельхозпроизводителей.,Пермь,Пермский край,+7 (342) 260-99-06,grain@perm-zerno.ru,perm-zerno.ru,75000,руб,Рожь от 14 руб/кг,True,ГОСТ,Доставка по ПФО,"Пермь, Ижевск, Екатеринбург",https://perm-zerno.ru,manual,
ООО «СочиМорепродукты»,Рыба и морепродукты,Поставки черноморских мидий устриц и рапаны оптом.,Сочи,Краснодарский край,+7 (862) 240-00-07,seafood@sochi-more.ru,sochi-more.ru,100000,руб,Мидии от 190 руб/кг,True,"ГОСТ, HACCP",Доставка по ЮФО,"Сочи, Краснодар, Анапа",https://sochi-more.ru,manual,
ООО «БашкортостанМасло»,Масложировая продукция,Поставки башкирского льняного масла оптом.,Уфа,Республика Башкортостан,+7 (347) 220-01-08,oil@bashkortostan-maslo.ru,bashkortostan-maslo.ru,50000,руб,Льняное масло от 170 руб/л,True,"ГОСТ, органический сертификат",Доставка по ПФО,"Уфа, Оренбург, Казань",https://bashkortostan-maslo.ru,manual,
ООО «ИжевскМясо»,Мясо и птица,Поставки удмуртского мяса и колбасных изделий оптом.,Ижевск,Удмуртская Республика,+7 (341) 200-02-09,meat@izhevsk-myaso.ru,izhevsk-myaso.ru,65000,руб,Колбаса варёно-копчёная от 520 руб/кг,True,"ГОСТ, HACCP",Доставка по ПФО,"Ижевск, Пермь, Казань",https://izhevsk-myaso.ru,manual,
ООО «ВладивостокЗерно»,Бакалея,Поставки дальневосточной сои и кукурузы оптом.,Владивосток,Приморский край,+7 (423) 280-03-10,grain@vladivostok-zerno.ru,vladivostok-zerno.ru,90000,руб,Соя от 28 руб/кг,True,ГОСТ,Доставка по ДВО,"Владивосток, Хабаровск, Благовещенск",https://vladivostok-zerno.ru,manual,
ООО «КемеровоМолоко»,Молочная продукция,Поставки кузбасского молока и сыров оптом.,Кемерово,Кемеровская область,+7 (384) 260-04-11,dairy@kemerovo-moloko.ru,kemerovo-moloko.ru,44000,руб,Сыр кузбасский от 450 руб/кг,True,ГОСТ,Доставка по СФО,"Кемерово, Новокузнецк, Томск",https://kemerovo-moloko.ru,manual,
ООО «НабережноЧелниМясо»,Мясо и птица,Поставки говядины и полуфабрикатов из Набережных Челнов.,Набережные Челны,Республика Татарстан,+7 (855) 240-05-12,meat@chelny-myaso.ru,chelny-myaso.ru,65000,руб,Говядина от 328 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ПФО,"Набережные Челны, Казань, Уфа",https://chelny-myaso.ru,manual,
ООО «АрхангельскМолоко»,Молочная продукция,Поставки поморского молока и творога оптом.,Архангельск,Архангельская область,+7 (818) 220-06-13,dairy@arkhangelsk-moloko.ru,arkhangelsk-moloko.ru,40000,руб,Молоко от 54 руб/л,True,ГОСТ,Доставка по СЗФО,"Архангельск, Северодвинск, Котлас",https://arkhangelsk-moloko.ru,manual,
ООО «РостовКондитер»,Кондитерские изделия,Поставки донских конфет и мармелада оптом.,Ростов-на-Дону,Ростовская область,+7 (863) 200-07-14,candy@rostov-kond.ru,rostov-kond.ru,40000,руб,Мармелад от 260 руб/кг,True,ГОСТ,Доставка по ЮФО,"Ростов, Краснодар, Волгоград",https://rostov-kond.ru,manual,
ООО «ТюменьМолоко»,Молочная продукция,Поставки тюменского молока биойогурта и простокваши.,Тюмень,Тюменская область,+7 (345) 280-08-15,dairy@tyumen-moloko.ru,tyumen-moloko.ru,43000,руб,Простокваша от 60 руб/л,True,ГОСТ,Доставка по УФО,"Тюмень, Тобольск, Ишим",https://tyumen-moloko.ru,manual,
ООО «СмоленскМясо»,Мясо и птица,Поставки смоленской свинины и говядины оптом.,Смоленск,Смоленская область,+7 (481) 260-09-16,pork@smolensk-myaso.ru,smolensk-myaso.ru,62000,руб,Свинина от 283 руб/кг,True,"ГОСТ, ветеринарные сертификаты",Доставка по ЦФО,"Смоленск, Брянск, Москва",https://smolensk-myaso.ru,manual,
ООО «НовосибирскКрупа»,Бакалея,Поставки гречки риса и чечевицы от новосибирских поставщиков.,Новосибирск,Новосибирская область,+7 (383) 240-10-17,cereal@novosibirsk-krupa.ru,novosibirsk-krupa.ru,50000,руб,Чечевица от 75 руб/кг,True,ГОСТ,Доставка по СФО,"Новосибирск, Омск, Барнаул",https://novosibirsk-krupa.ru,manual,
